,id,kingdom,phylum,class,order,family,genus,species,filename
2496,13268766,1,1,2,14,19,67,696,/mnt/research/xprize/plant-training-data/plants_photos/original/13268766_original.jpg
2497,13268764,1,1,2,14,19,67,696,/mnt/research/xprize/plant-training-data/plants_photos/original/13268764_original.jpg
2498,13268770,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/13268770_original.jpg
2499,13268771,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/13268771_original.jpg
2500,13268767,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/13268767_original.jpg
2501,13325027,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13325027_original.jpg
2502,13268957,1,1,1,5,7,19,19,/mnt/research/xprize/plant-training-data/plants_photos/original/13268957_original.jpg
2503,13268960,1,1,1,5,7,19,19,/mnt/research/xprize/plant-training-data/plants_photos/original/13268960_original.jpg
2504,13269021,1,1,1,16,43,88,223,/mnt/research/xprize/plant-training-data/plants_photos/original/13269021_original.jpg
2505,13269031,1,1,1,16,43,88,223,/mnt/research/xprize/plant-training-data/plants_photos/original/13269031_original.jpg
2506,13269023,1,1,1,16,43,88,223,/mnt/research/xprize/plant-training-data/plants_photos/original/13269023_original.jpg
2507,13269038,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/13269038_original.jpg
2508,13269045,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/13269045_original.jpg
2509,13269044,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/13269044_original.jpg
2510,13269048,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/13269048_original.jpg
2511,13269050,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/13269050_original.jpg
2512,13269049,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/13269049_original.jpg
2513,13269068,1,1,3,15,20,31,33,/mnt/research/xprize/plant-training-data/plants_photos/original/13269068_original.jpg
2514,13269073,1,1,3,15,20,31,33,/mnt/research/xprize/plant-training-data/plants_photos/original/13269073_original.jpg
2515,13269072,1,1,3,15,20,31,33,/mnt/research/xprize/plant-training-data/plants_photos/original/13269072_original.jpg
2516,13269074,1,1,3,15,20,31,33,/mnt/research/xprize/plant-training-data/plants_photos/original/13269074_original.jpg
2517,13269080,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13269080_original.jpg
2518,13269079,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13269079_original.jpg
2519,13269078,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13269078_original.jpg
2520,13269494,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13269494_original.jpg
2521,13269488,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13269488_original.jpg
2522,13269483,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13269483_original.jpg
2523,13269517,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13269517_original.jpg
2524,13269500,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13269500_original.jpg
2525,13269506,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13269506_original.jpg
2526,13269511,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13269511_original.jpg
2527,13269522,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13269522_original.jpg
2528,13270229,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13270229_original.jpg
2529,13270258,1,1,1,19,94,239,304,/mnt/research/xprize/plant-training-data/plants_photos/original/13270258_original.jpg
2530,13270344,1,1,2,37,76,172,203,/mnt/research/xprize/plant-training-data/plants_photos/original/13270344_original.jpg
2531,13270334,1,1,2,37,76,172,203,/mnt/research/xprize/plant-training-data/plants_photos/original/13270334_original.jpg
2532,13270341,1,1,2,37,76,172,203,/mnt/research/xprize/plant-training-data/plants_photos/original/13270341_original.jpg
2533,13281212,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13281212_original.jpg
2534,13270380,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13270380_original.jpg
2535,13270400,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13270400_original.jpg
2536,13270864,1,1,1,11,83,236,298,/mnt/research/xprize/plant-training-data/plants_photos/original/13270864_original.jpg
2537,13270883,1,1,2,25,85,233,292,/mnt/research/xprize/plant-training-data/plants_photos/original/13270883_original.jpg
2538,13252792,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/13252792_original.jpg
2539,13252794,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/13252794_original.jpg
2540,13252793,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/13252793_original.jpg
2541,13252796,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/13252796_original.jpg
2542,13281789,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/13281789_original.jpg
2543,13283787,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13283787_original.jpg
2544,13284986,1,1,1,4,5,262,339,/mnt/research/xprize/plant-training-data/plants_photos/original/13284986_original.jpg
2545,13284985,1,1,1,4,5,262,339,/mnt/research/xprize/plant-training-data/plants_photos/original/13284985_original.jpg
2546,13285008,1,1,1,6,8,13,13,/mnt/research/xprize/plant-training-data/plants_photos/original/13285008_original.jpg
2547,13285231,1,1,2,37,76,172,203,/mnt/research/xprize/plant-training-data/plants_photos/original/13285231_original.jpg
2548,13285235,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13285235_original.jpg
2549,13285237,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13285237_original.jpg
2550,13290091,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13290091_original.jpg
2551,13290108,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13290108_original.jpg
2552,13290161,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13290161_original.jpg
2553,13290168,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13290168_original.jpg
2554,13325247,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13325247_original.jpg
2555,13406892,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13406892_original.jpg
2556,13301073,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/13301073_original.jpg
2557,13301076,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13301076_original.jpg
2558,13302532,1,1,1,2,2,8,8,/mnt/research/xprize/plant-training-data/plants_photos/original/13302532_original.jpg
2559,13302534,1,1,1,2,2,8,8,/mnt/research/xprize/plant-training-data/plants_photos/original/13302534_original.jpg
2560,13302678,1,1,1,16,43,88,243,/mnt/research/xprize/plant-training-data/plants_photos/original/13302678_original.jpg
2561,13302680,1,1,1,16,43,88,243,/mnt/research/xprize/plant-training-data/plants_photos/original/13302680_original.jpg
2562,13302682,1,1,1,32,69,191,227,/mnt/research/xprize/plant-training-data/plants_photos/original/13302682_original.jpg
2563,13302690,1,1,1,38,77,176,741,/mnt/research/xprize/plant-training-data/plants_photos/original/13302690_original.jpg
2564,13303526,1,1,3,15,20,31,471,/mnt/research/xprize/plant-training-data/plants_photos/original/13303526_original.jpg
2565,13306872,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13306872_original.jpg
2566,13306875,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13306875_original.jpg
2567,13306877,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13306877_original.jpg
2568,13306873,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13306873_original.jpg
2569,13308118,1,1,1,32,69,191,227,/mnt/research/xprize/plant-training-data/plants_photos/original/13308118_original.jpg
2570,13308125,1,1,2,28,59,492,742,/mnt/research/xprize/plant-training-data/plants_photos/original/13308125_original.jpg
2571,13308514,1,1,1,1,1,317,743,/mnt/research/xprize/plant-training-data/plants_photos/original/13308514_original.jpg
2572,13325808,1,1,1,39,81,190,226,/mnt/research/xprize/plant-training-data/plants_photos/original/13325808_original.jpg
2573,13325813,1,1,1,39,81,190,226,/mnt/research/xprize/plant-training-data/plants_photos/original/13325813_original.jpg
2574,13325816,1,1,1,39,81,190,226,/mnt/research/xprize/plant-training-data/plants_photos/original/13325816_original.jpg
2575,13327444,1,1,1,39,81,190,226,/mnt/research/xprize/plant-training-data/plants_photos/original/13327444_original.jpg
2576,13328738,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13328738_original.jpg
2577,13328736,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/13328736_original.jpg
2578,13328780,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/13328780_original.jpg
2579,13328881,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/13328881_original.jpg
2580,13332423,1,1,1,45,119,393,744,/mnt/research/xprize/plant-training-data/plants_photos/original/13332423_original.jpg
2581,13407232,1,1,1,38,77,174,206,/mnt/research/xprize/plant-training-data/plants_photos/original/13407232_original.jpg
2582,13407234,1,1,1,38,77,174,206,/mnt/research/xprize/plant-training-data/plants_photos/original/13407234_original.jpg
2583,13422658,1,1,1,1,1,484,722,/mnt/research/xprize/plant-training-data/plants_photos/original/13422658_original.jpg
2584,13422663,1,1,1,16,43,373,520,/mnt/research/xprize/plant-training-data/plants_photos/original/13422663_original.jpg
2585,13422665,1,1,1,16,43,373,520,/mnt/research/xprize/plant-training-data/plants_photos/original/13422665_original.jpg
2586,13435230,1,1,1,13,16,26,27,/mnt/research/xprize/plant-training-data/plants_photos/original/13435230_original.jpg
2587,13441008,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/13441008_original.jpg
2588,13441011,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/13441011_original.jpg
2589,13441015,1,1,1,18,50,98,302,/mnt/research/xprize/plant-training-data/plants_photos/original/13441015_original.jpg
2590,13441020,1,1,1,11,88,349,476,/mnt/research/xprize/plant-training-data/plants_photos/original/13441020_original.jpg
2591,13441059,1,1,1,1,1,325,745,/mnt/research/xprize/plant-training-data/plants_photos/original/13441059_original.jpg
2592,13441063,1,1,1,1,1,325,745,/mnt/research/xprize/plant-training-data/plants_photos/original/13441063_original.jpg
2593,13444711,1,1,1,45,119,393,746,/mnt/research/xprize/plant-training-data/plants_photos/original/13444711_original.jpg
2594,13445049,1,1,2,24,44,274,739,/mnt/research/xprize/plant-training-data/plants_photos/original/13445049_original.jpg
2595,13459747,1,1,1,2,2,327,442,/mnt/research/xprize/plant-training-data/plants_photos/original/13459747_original.jpg
2596,13463051,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/13463051_original.jpg
2597,13477818,1,1,1,10,130,470,684,/mnt/research/xprize/plant-training-data/plants_photos/original/13477818_original.jpg
2598,13477821,1,1,1,10,130,470,684,/mnt/research/xprize/plant-training-data/plants_photos/original/13477821_original.jpg
2599,13477824,1,1,1,10,130,470,684,/mnt/research/xprize/plant-training-data/plants_photos/original/13477824_original.jpg
2600,13520948,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13520948_original.jpg
2601,13581798,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13581798_original.jpg
2602,13581799,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13581799_original.jpg
2603,13625829,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13625829_original.jpg
2604,13625836,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13625836_original.jpg
2605,13625838,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13625838_original.jpg
2606,13705586,1,1,1,11,83,236,298,/mnt/research/xprize/plant-training-data/plants_photos/original/13705586_original.jpg
2607,13709082,1,1,2,25,46,486,747,/mnt/research/xprize/plant-training-data/plants_photos/original/13709082_original.jpg
2608,13729493,1,1,1,1,1,37,245,/mnt/research/xprize/plant-training-data/plants_photos/original/13729493_original.jpg
2609,13768715,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/13768715_original.jpg
2610,13768707,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/13768707_original.jpg
2611,13768711,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/13768711_original.jpg
2612,13798897,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13798897_original.jpg
2613,13798898,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13798898_original.jpg
2614,13798899,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13798899_original.jpg
2615,13798900,1,1,2,24,65,187,222,/mnt/research/xprize/plant-training-data/plants_photos/original/13798900_original.jpg
2616,13799443,1,1,1,4,5,34,36,/mnt/research/xprize/plant-training-data/plants_photos/original/13799443_original.jpg
2617,13799444,1,1,1,4,5,34,36,/mnt/research/xprize/plant-training-data/plants_photos/original/13799444_original.jpg
2618,13833952,1,1,1,4,5,262,339,/mnt/research/xprize/plant-training-data/plants_photos/original/13833952_original.jpg
2619,13875536,1,1,1,4,5,237,300,/mnt/research/xprize/plant-training-data/plants_photos/original/13875536_original.jpg
2620,13875544,1,1,1,4,5,237,300,/mnt/research/xprize/plant-training-data/plants_photos/original/13875544_original.jpg
2621,13878001,1,1,2,24,101,368,507,/mnt/research/xprize/plant-training-data/plants_photos/original/13878001_original.jpg
2622,13878531,1,1,1,1,1,45,48,/mnt/research/xprize/plant-training-data/plants_photos/original/13878531_original.jpg
2623,13878540,1,1,1,1,1,45,48,/mnt/research/xprize/plant-training-data/plants_photos/original/13878540_original.jpg
2624,13887382,1,1,1,10,68,157,295,/mnt/research/xprize/plant-training-data/plants_photos/original/13887382_original.jpg
2625,13887392,1,1,2,9,73,162,748,/mnt/research/xprize/plant-training-data/plants_photos/original/13887392_original.jpg
2626,13887399,1,1,1,4,5,262,339,/mnt/research/xprize/plant-training-data/plants_photos/original/13887399_original.jpg
2627,13887448,1,1,2,24,101,394,547,/mnt/research/xprize/plant-training-data/plants_photos/original/13887448_original.jpg
2628,13888111,1,1,1,5,7,354,484,/mnt/research/xprize/plant-training-data/plants_photos/original/13888111_original.jpg
2629,13915428,1,1,2,3,4,465,668,/mnt/research/xprize/plant-training-data/plants_photos/original/13915428_original.jpg
2630,13916346,1,1,2,24,101,291,384,/mnt/research/xprize/plant-training-data/plants_photos/original/13916346_original.jpg
2631,13916347,1,1,2,24,101,291,384,/mnt/research/xprize/plant-training-data/plants_photos/original/13916347_original.jpg
2632,13916349,1,1,2,24,101,291,384,/mnt/research/xprize/plant-training-data/plants_photos/original/13916349_original.jpg
2633,13916380,1,1,1,1,1,1,1,/mnt/research/xprize/plant-training-data/plants_photos/original/13916380_original.jpg
2634,13916381,1,1,1,1,1,1,1,/mnt/research/xprize/plant-training-data/plants_photos/original/13916381_original.jpg
2635,13916382,1,1,1,1,1,1,1,/mnt/research/xprize/plant-training-data/plants_photos/original/13916382_original.jpg
2636,13916411,1,1,3,33,91,290,383,/mnt/research/xprize/plant-training-data/plants_photos/original/13916411_original.jpg
2637,13916615,1,1,1,2,2,2,248,/mnt/research/xprize/plant-training-data/plants_photos/original/13916615_original.jpg
2638,13916616,1,1,1,2,2,2,248,/mnt/research/xprize/plant-training-data/plants_photos/original/13916616_original.jpg
2639,13940403,1,1,2,28,59,266,343,/mnt/research/xprize/plant-training-data/plants_photos/original/13940403_original.jpg
2640,14029713,1,3,8,49,135,493,749,/mnt/research/xprize/plant-training-data/plants_photos/original/14029713_original.jpg
2641,14031338,1,1,1,11,14,208,254,/mnt/research/xprize/plant-training-data/plants_photos/original/14031338_original.jpg
2642,14031344,1,1,1,11,14,208,254,/mnt/research/xprize/plant-training-data/plants_photos/original/14031344_original.jpg
2643,14031341,1,1,1,11,14,208,254,/mnt/research/xprize/plant-training-data/plants_photos/original/14031341_original.jpg
2644,14061289,1,1,1,18,45,84,750,/mnt/research/xprize/plant-training-data/plants_photos/original/14061289_original.jpg
2645,14061300,1,1,1,18,45,84,750,/mnt/research/xprize/plant-training-data/plants_photos/original/14061300_original.jpg
2646,14063002,1,1,1,6,23,42,150,/mnt/research/xprize/plant-training-data/plants_photos/original/14063002_original.jpg
2647,14063057,1,1,1,5,7,11,54,/mnt/research/xprize/plant-training-data/plants_photos/original/14063057_original.jpg
2648,14063079,1,1,1,2,26,247,318,/mnt/research/xprize/plant-training-data/plants_photos/original/14063079_original.jpg
2649,14063082,1,1,1,2,26,247,318,/mnt/research/xprize/plant-training-data/plants_photos/original/14063082_original.jpg
2650,14144036,1,1,1,19,30,399,553,/mnt/research/xprize/plant-training-data/plants_photos/original/14144036_original.jpg
2651,14144031,1,1,1,19,30,399,553,/mnt/research/xprize/plant-training-data/plants_photos/original/14144031_original.jpg
2652,14144034,1,1,1,19,30,399,553,/mnt/research/xprize/plant-training-data/plants_photos/original/14144034_original.jpg
2653,14144032,1,1,1,19,30,399,553,/mnt/research/xprize/plant-training-data/plants_photos/original/14144032_original.jpg
2654,14170176,1,1,1,5,11,494,751,/mnt/research/xprize/plant-training-data/plants_photos/original/14170176_original.jpg
2655,14170186,1,1,1,5,11,494,751,/mnt/research/xprize/plant-training-data/plants_photos/original/14170186_original.jpg
2656,14170190,1,1,1,5,11,494,751,/mnt/research/xprize/plant-training-data/plants_photos/original/14170190_original.jpg
2657,14211547,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/14211547_original.jpg
2658,14551602,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/14551602_original.jpg
2659,14214915,1,1,1,20,57,392,545,/mnt/research/xprize/plant-training-data/plants_photos/original/14214915_original.jpg
2660,14214916,1,1,1,20,57,392,545,/mnt/research/xprize/plant-training-data/plants_photos/original/14214916_original.jpg
2661,14275313,1,1,1,20,57,392,545,/mnt/research/xprize/plant-training-data/plants_photos/original/14275313_original.jpg
2662,14214923,1,1,1,22,38,70,247,/mnt/research/xprize/plant-training-data/plants_photos/original/14214923_original.jpg
2663,14215976,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/14215976_original.jpg
2664,14243250,1,1,3,33,136,495,752,/mnt/research/xprize/plant-training-data/plants_photos/original/14243250_original.jpg
2665,14243270,1,1,1,1,1,6,28,/mnt/research/xprize/plant-training-data/plants_photos/original/14243270_original.jpg
2666,14243277,1,1,1,1,1,6,28,/mnt/research/xprize/plant-training-data/plants_photos/original/14243277_original.jpg
2667,14243284,1,1,1,1,1,6,28,/mnt/research/xprize/plant-training-data/plants_photos/original/14243284_original.jpg
2668,14243287,1,1,1,1,1,6,28,/mnt/research/xprize/plant-training-data/plants_photos/original/14243287_original.jpg
2669,14243293,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/14243293_original.jpg
2670,14243296,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/14243296_original.jpg
2671,14246784,1,1,1,4,5,244,314,/mnt/research/xprize/plant-training-data/plants_photos/original/14246784_original.jpg
2672,14246785,1,1,1,4,5,244,314,/mnt/research/xprize/plant-training-data/plants_photos/original/14246785_original.jpg
2673,14246788,1,1,1,10,68,157,675,/mnt/research/xprize/plant-training-data/plants_photos/original/14246788_original.jpg
2674,14246796,1,1,1,5,7,87,400,/mnt/research/xprize/plant-training-data/plants_photos/original/14246796_original.jpg
2675,14246814,1,1,1,10,13,21,21,/mnt/research/xprize/plant-training-data/plants_photos/original/14246814_original.jpg
2676,14246815,1,1,1,10,13,21,21,/mnt/research/xprize/plant-training-data/plants_photos/original/14246815_original.jpg
2677,14246817,1,1,1,10,13,21,21,/mnt/research/xprize/plant-training-data/plants_photos/original/14246817_original.jpg
2678,14246820,1,1,1,11,88,263,340,/mnt/research/xprize/plant-training-data/plants_photos/original/14246820_original.jpg
2679,14246821,1,1,1,5,33,238,303,/mnt/research/xprize/plant-training-data/plants_photos/original/14246821_original.jpg
2680,14246848,1,1,1,11,88,349,476,/mnt/research/xprize/plant-training-data/plants_photos/original/14246848_original.jpg
2681,14246849,1,1,1,42,96,249,322,/mnt/research/xprize/plant-training-data/plants_photos/original/14246849_original.jpg
2682,14246852,1,1,1,1,1,496,753,/mnt/research/xprize/plant-training-data/plants_photos/original/14246852_original.jpg
2683,14246859,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/14246859_original.jpg
2684,14246862,1,1,1,19,30,102,117,/mnt/research/xprize/plant-training-data/plants_photos/original/14246862_original.jpg
2685,14246865,1,1,1,19,30,102,117,/mnt/research/xprize/plant-training-data/plants_photos/original/14246865_original.jpg
2686,14246867,1,1,1,11,83,197,237,/mnt/research/xprize/plant-training-data/plants_photos/original/14246867_original.jpg
2687,14246870,1,1,1,11,83,236,298,/mnt/research/xprize/plant-training-data/plants_photos/original/14246870_original.jpg
2688,14246879,1,1,1,22,38,497,754,/mnt/research/xprize/plant-training-data/plants_photos/original/14246879_original.jpg
2689,14246884,1,1,1,11,88,349,476,/mnt/research/xprize/plant-training-data/plants_photos/original/14246884_original.jpg
2690,14246888,1,1,1,18,50,98,111,/mnt/research/xprize/plant-training-data/plants_photos/original/14246888_original.jpg
2691,14246894,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/14246894_original.jpg
2692,14246895,1,1,2,21,37,286,467,/mnt/research/xprize/plant-training-data/plants_photos/original/14246895_original.jpg
2693,14251036,1,1,1,4,5,262,339,/mnt/research/xprize/plant-training-data/plants_photos/original/14251036_original.jpg
2694,14282433,1,1,1,2,2,8,672,/mnt/research/xprize/plant-training-data/plants_photos/original/14282433_original.jpg
2695,14302539,1,1,1,41,93,223,273,/mnt/research/xprize/plant-training-data/plants_photos/original/14302539_original.jpg
2696,14420910,1,1,1,1,1,498,755,/mnt/research/xprize/plant-training-data/plants_photos/original/14420910_original.jpg
2697,14420930,1,1,1,12,15,251,325,/mnt/research/xprize/plant-training-data/plants_photos/original/14420930_original.jpg
2698,14456233,1,1,2,3,4,54,408,/mnt/research/xprize/plant-training-data/plants_photos/original/14456233_original.jpg
2699,14456236,1,1,2,24,101,419,581,/mnt/research/xprize/plant-training-data/plants_photos/original/14456236_original.jpg
2700,14456245,1,1,1,1,1,353,483,/mnt/research/xprize/plant-training-data/plants_photos/original/14456245_original.jpg
2701,14456248,1,1,1,1,1,353,483,/mnt/research/xprize/plant-training-data/plants_photos/original/14456248_original.jpg
2702,14456249,1,1,1,2,26,226,281,/mnt/research/xprize/plant-training-data/plants_photos/original/14456249_original.jpg
2703,14456254,1,1,1,2,26,226,281,/mnt/research/xprize/plant-training-data/plants_photos/original/14456254_original.jpg
2704,14456256,1,1,1,2,2,8,8,/mnt/research/xprize/plant-training-data/plants_photos/original/14456256_original.jpg
2705,14456259,1,1,1,2,2,8,8,/mnt/research/xprize/plant-training-data/plants_photos/original/14456259_original.jpg
2706,14456261,1,1,1,2,2,8,8,/mnt/research/xprize/plant-training-data/plants_photos/original/14456261_original.jpg
2707,14456277,1,1,1,5,11,230,286,/mnt/research/xprize/plant-training-data/plants_photos/original/14456277_original.jpg
2708,14456284,1,1,1,11,14,208,254,/mnt/research/xprize/plant-training-data/plants_photos/original/14456284_original.jpg
2709,14456285,1,1,1,11,14,208,254,/mnt/research/xprize/plant-training-data/plants_photos/original/14456285_original.jpg
2710,14457169,1,1,1,11,14,23,24,/mnt/research/xprize/plant-training-data/plants_photos/original/14457169_original.jpg
2711,14457180,1,1,1,18,50,98,302,/mnt/research/xprize/plant-training-data/plants_photos/original/14457180_original.jpg
2712,14457182,1,1,1,18,50,98,302,/mnt/research/xprize/plant-training-data/plants_photos/original/14457182_original.jpg
2713,14457186,1,1,1,7,21,273,356,/mnt/research/xprize/plant-training-data/plants_photos/original/14457186_original.jpg
2714,14457188,1,1,1,7,21,273,356,/mnt/research/xprize/plant-training-data/plants_photos/original/14457188_original.jpg
2715,14457197,1,1,1,10,68,157,186,/mnt/research/xprize/plant-training-data/plants_photos/original/14457197_original.jpg
2716,14457198,1,1,1,4,5,34,36,/mnt/research/xprize/plant-training-data/plants_photos/original/14457198_original.jpg
2717,14457199,1,1,1,4,5,34,36,/mnt/research/xprize/plant-training-data/plants_photos/original/14457199_original.jpg
2718,14457201,1,1,1,10,29,149,172,/mnt/research/xprize/plant-training-data/plants_photos/original/14457201_original.jpg
2719,14457202,1,1,1,5,25,47,80,/mnt/research/xprize/plant-training-data/plants_photos/original/14457202_original.jpg
2720,14457204,1,1,1,5,25,47,80,/mnt/research/xprize/plant-training-data/plants_photos/original/14457204_original.jpg
2721,14457208,1,1,1,4,5,267,346,/mnt/research/xprize/plant-training-data/plants_photos/original/14457208_original.jpg
2722,14457212,1,1,1,4,5,267,346,/mnt/research/xprize/plant-training-data/plants_photos/original/14457212_original.jpg
2723,14457213,1,1,1,4,5,244,314,/mnt/research/xprize/plant-training-data/plants_photos/original/14457213_original.jpg
2724,14457215,1,1,1,4,5,421,589,/mnt/research/xprize/plant-training-data/plants_photos/original/14457215_original.jpg
2725,14517861,1,1,1,5,7,22,22,/mnt/research/xprize/plant-training-data/plants_photos/original/14517861_original.jpg
2726,14517869,1,1,1,5,7,22,22,/mnt/research/xprize/plant-training-data/plants_photos/original/14517869_original.jpg
2727,14517878,1,1,1,2,66,147,169,/mnt/research/xprize/plant-training-data/plants_photos/original/14517878_original.jpg
2728,14520371,1,1,2,21,37,69,75,/mnt/research/xprize/plant-training-data/plants_photos/original/14520371_original.jpg
2729,14552758,1,1,1,4,5,237,428,/mnt/research/xprize/plant-training-data/plants_photos/original/14552758_original.jpg
2730,14552798,1,1,1,30,61,132,149,/mnt/research/xprize/plant-training-data/plants_photos/original/14552798_original.jpg
2731,14552805,1,1,1,19,30,102,117,/mnt/research/xprize/plant-training-data/plants_photos/original/14552805_original.jpg
2732,14586138,1,1,1,4,5,244,314,/mnt/research/xprize/plant-training-data/plants_photos/original/14586138_original.jpg
2733,14586140,1,1,1,4,5,267,346,/mnt/research/xprize/plant-training-data/plants_photos/original/14586140_original.jpg
2734,14586144,1,1,1,30,61,132,149,/mnt/research/xprize/plant-training-data/plants_photos/original/14586144_original.jpg
2735,14586152,1,1,1,10,68,150,174,/mnt/research/xprize/plant-training-data/plants_photos/original/14586152_original.jpg
2736,14586156,1,1,1,4,70,153,180,/mnt/research/xprize/plant-training-data/plants_photos/original/14586156_original.jpg
2737,14651703,1,1,1,11,14,212,260,/mnt/research/xprize/plant-training-data/plants_photos/original/14651703_original.jpg
2738,14679368,1,1,1,10,84,199,723,/mnt/research/xprize/plant-training-data/plants_photos/original/14679368_original.jpg
2739,14679370,1,1,1,10,84,199,723,/mnt/research/xprize/plant-training-data/plants_photos/original/14679370_original.jpg
2740,14679372,1,1,2,24,101,291,384,/mnt/research/xprize/plant-training-data/plants_photos/original/14679372_original.jpg
