taxon_level	taxon_name	taxon_label
species	Mangifera indica	390
species	Couroupita guianensis	1465
species	Cocos nucifera	343
species	Capsicum annuum	255
species	Zea mays	1272
species	Lantana camara	324
species	Thalassia hemprichii	762
species	Acacia auriculiformis	56
species	Halophila spinulosa	645
species	Cardamine hirsuta	1443
species	Sorghum bicolor	403
species	Salix babylonica	1249
species	Foeniculum vulgare	1552
species	Halophila ovalis	653
species	Chamaecrista mimosoides	1303
species	Caulerpa taxifolia	655
species	Oxalis corniculata	285
species	Artemisia vulgaris	410
species	Spirodela polyrhiza	1442
species	Ficus benjamina	235
species	Lobularia maritima	1530
species	Lemna minor	32
species	Passiflora foetida	295
species	Solanum lycopersicum	394
species	Bidens pilosa	1390
species	Amaranthus retroflexus	1554
species	Amaranthus blitum	1513
species	Phyla nodiflora	458
species	Heuchera micrantha	1525
species	Melia azedarach	680
species	Pontederia cordata	932
species	Colubrina asiatica	1061
species	Mimosa pudica	347
species	Ricinus communis	486
species	Ficus microcarpa	868
species	Trimezia martinicensis	512
species	Fatoua villosa	1372
species	Dicranopteris linearis	277
species	Enhalus acoroides	649
species	Hevea brasiliensis	218
species	Punica granatum	482
species	Aristolochia littoralis	618
species	Caulerpa racemosa	676
species	Morus alba	91
species	Helianthus annuus	40
species	Cucumis sativus	864
species	Ficus benghalensis	212
species	Ludwigia peruviana	1648
species	Mirabilis jalapa	29
species	Passiflora edulis	1282
species	Pteris vittata	270
species	Solanum americanum	1611
species	Portulaca oleracea	1057
species	Eleocharis geniculata	668
species	Aristolochia gigantea	571
species	Eleusine indica	1100
species	Boerhavia coccinea	1661
species	Pistia stratiotes	611
species	Cenchrus echinatus	1113
species	Salvinia molesta	971
species	Utricularia gibba	1189
species	Tagetes erecta	440
species	Jacaranda mimosifolia	887
species	Eriobotrya japonica	1505
species	Lantana montevidensis	215
species	Commelina benghalensis	782
species	Crassula ovata	1547
species	Cyperus iria	177
species	Eclipta prostrata	5
species	Ipomoea cairica	348
species	Sporobolus indicus	1200
species	Melaleuca viminalis	306
species	Bacopa monnieri	914
species	Solanum nigrum	1064
species	Echinochloa colona	1365
species	Pandanus tectorius	814
species	Porophyllum ruderale	1175
species	Sida rhombifolia	1439
species	Amaranthus caudatus	897
species	Pandanus odorifer	711
species	Melinis repens	783
species	Pittosporum tobira	1084
species	Avicennia marina	1467
species	Boerhavia diffusa	470
species	Hydrilla verticillata	693
species	Cyperus rotundus	178
species	Ipomoea indica	150
species	Asparagus setaceus	289
species	Gossypium hirsutum	379
species	Amaranthus viridis	1251
species	Buddleja davidii	104
species	Cestrum nocturnum	84
species	Asclepias curassavica	442
species	Dactyloctenium aegyptium	12
species	Stenotaphrum secundatum	1002
species	Lonicera japonica	81
species	Plumbago auriculata	44
species	Triadica sebifera	249
species	Artocarpus altilis	778
species	Cucumis melo	166
species	Thespesia populnea	807
species	Kalanchoe gastonis-bonnieri	1283
species	Tacca integrifolia	664
species	Philodendron pedatum	1361
species	Kigelia africana	908
species	Ammannia baccifera	993
species	Syzygium jambos	138
species	Nelumbo nucifera	27
species	Dioscorea bulbifera	376
species	Ximenia americana	1077
species	Syzygium malaccense	737
species	Araucaria angustifolia	1536
species	Evolvulus glomeratus	154
species	Evolvulus nummularius	582
species	Piper nigrum	527
species	Eugenia uniflora	1376
species	Asplenium australasicum	920
species	Justicia brandegeeana	143
species	Bauhinia purpurea	210
species	Nypa fruticans	362
species	Plinia cauliflora	1693
species	Pteris multifida	1201
species	Epiphyllum oxypetalum	1290
species	Areca catechu	1219
species	Spigelia anthelmia	838
species	Diospyros blancoi	61
species	Palhinhaea cernua	250
species	Asplenium nidus	455
species	Pouteria campechiana	283
species	Ceratonia siliqua	644
species	Senna alata	245
species	Heliotropium indicum	423
species	Hibiscus schizopetalus	880
species	Sansevieria trifasciata	1558
species	Ocimum basilicum	585
species	Ipomoea triloba	321
species	Sagittaria platyphylla	1168
species	Carica papaya	705
species	Dalbergia latifolia	217
species	Allamanda cathartica	884
species	Cyperus odoratus	313
species	Terminalia catappa	476
species	Physalis angulata	601
species	Cardiospermum halicacabum	525
species	Pilea microphylla	268
species	Cassia javanica	621
species	Oryza sativa	485
species	Hibiscus tiliaceus	117
species	Durio zibethinus	199
species	Tamarindus indica	509
species	Senna obtusifolia	1568
species	Tectona grandis	1238
species	Conocarpus erectus	1097
species	Solanum melongena	425
species	Ludwigia palustris	1357
species	Ulva lactuca	1121
species	Ceratophyllum demersum	627
species	Impatiens walleriana	1075
species	Nymphaea alba	1045
species	Anthurium andraeanum	1535
species	Caesalpinia pulcherrima	531
species	Epipremnum aureum	657
species	Theobroma cacao	60
species	Medinilla magnifica	919
species	Eucalyptus camaldulensis	870
species	Ipomoea batatas	406
species	Leonurus japonicus	565
species	Annona glabra	488
species	Phyllanthus emblica	1667
species	Annona squamosa	924
species	Lactuca indica	34
species	Catharanthus roseus	25
species	Ipomoea pes-caprae	320
species	Typha angustifolia	354
species	Hibiscus rosa-sinensis	590
species	Ficus carica	532
species	Pentas lanceolata	296
species	Cosmos bipinnatus	301
species	Solanum torvum	294
species	Cassia fistula	109
species	Delonix regia	7
species	Pueraria montana	1635
species	Calotropis gigantea	422
species	Microsorum scolopendria	187
species	Hydrocotyle verticillata	374
species	Ceiba pentandra	867
species	Momordica charantia	26
species	Psidium guajava	477
species	Aeschynomene americana	1193
species	Casuarina equisetifolia	227
species	Clerodendrum villosum	493
species	Utricularia caerulea	1223
species	Jatropha gossypiifolia	479
species	Perilla frutescens	1236
species	Curcuma longa	630
species	Arundina graminifolia	371
species	Vitex trifolia	230
species	Gnetum microcarpum	1218
species	Wodyetia bifurcata	1358
species	Lygodium longifolium	969
species	Ixora chinensis	323
species	Ophioglossum nudicaule	1592
species	Taenitis interrupta	1125
species	Caulerpa serrulata	654
species	Juniperus squamata	641
species	Impatiens balsamina	1053
species	Podocarpus polystachyus	1606
species	Dypsis lutescens	1426
species	Lagerstroemia indica	308
species	Dipteris conjugata	535
species	Dicranopteris curranii	156
species	Senna spectabilis	1613
species	Tabernaemontana pachysiphon	119
species	Hymenaea courbaril	475
species	Oldenlandia corymbosa	635
species	Dalbergia candenatensis	790
species	Sesbania cannabina	818
species	Mimosa bimucronata	1300
species	Euphorbia hyssopifolia	503
species	Euphorbia hirta	172
species	Cajanus cajan	987
species	Brachychiton rupestris	1548
species	Podocarpus neriifolius	147
species	Indigofera hendecaphylla	1293
species	Acrostichum aureum	383
species	Desmodium tortuosum	1506
species	Ixora coccinea	712
species	Lagerstroemia speciosa	244
species	Sesuvium portulacastrum	650
species	Adiantum tenerum	1514
species	Cynometra ramiflora	1318
species	Cyanthillium cinereum	589
species	Baphia nitida	201
species	Portulaca pilosa	799
species	Waltheria indica	526
species	Spathoglottis plicata	547
species	Ipomoea imperati	1112
species	Bauhinia acuminata	551
species	Garcinia subelliptica	510
species	Crinum pedunculatum	695
species	Angelonia angustifolia	1556
species	Richardia scabra	800
species	Tithonia diversifolia	596
species	Sida cordifolia	1629
species	Gnetum gnemon	414
species	Jasminum sambac	380
species	Rhodomyrtus tomentosa	253
species	Canavalia rosea	745
species	Podocarpus macrophyllus	1493
species	Galphimia gracilis	1278
species	Melothria pendula	37
species	Elaeis guineensis	334
species	Carissa macrocarpa	198
species	Eupatorium capillifolium	372
species	Indigofera hirsuta	1090
species	Platycerium bifurcatum	1228
species	Platycladus orientalis	1468
species	Alysicarpus vaginalis	834
species	Rivina humilis	809
species	Agelaea borneensis	1019
species	Whitfieldia elongata	95
species	Sclerochiton harveyanus	885
species	Christella arida	1346
species	Bromheadia finlaysoniana	661
species	Averrhoa carambola	282
species	Dendrobium aloifolium	1092
species	Andrographis paniculata	185
species	Gloriosa superba	271
species	Hypoestes aristata	1257
species	Lablab purpureus	898
species	Syngonium podophyllum	696
species	Trema orientale	1263
species	Scindapsus hederaceus	1116
species	Megaskepasma erythrochlamys	1436
species	Tacca leontopetaloides	665
species	Canna indica	330
species	Amorphophallus paeoniifolius	1690
species	Musa acuminata	730
species	Coix lacryma-jobi	124
species	Caryota urens	1078
species	Fimbristylis dichotoma	4
species	Ageratum conyzoides	74
species	Hedychium coronarium	1270
species	Sophora tomentosa	457
species	Thalia geniculata	747
species	Stachytarpheta cayennensis	378
species	Lespedeza bicolor	17
species	Antidesma bunius	556
species	Alpinia galanga	160
species	Mazus pumilus	1083
species	Morinda citrifolia	281
species	Paederia foetida	318
species	Ananas comosus	1240
species	Centrosema virginianum	1173
species	Cymbopogon citratus	894
species	Aloe vera	1275
species	Spathodea campanulata	239
species	Codiaeum variegatum	1266
species	Alocasia macrorrhizos	634
species	Dracaena reflexa	233
species	Solandra maxima	1235
species	Cecropia pachystachya	1421
species	Plumeria rubra	923
species	Philodendron hederaceum	569
species	Heliconia rostrata	1273
species	Plumbago zeylanica	14
species	Hoya carnosa	896
species	Vigna radiata	427
species	Acmella uliginosa	1005
species	Ficus elastica	213
species	Myristica fragrans	508
species	Nepenthes rafflesiana	707
species	Monstera deliciosa	1147
species	Angiopteris evecta	965
species	Vitex rotundifolia	566
species	Youngia japonica	36
species	Ruellia simplex	23
species	Hamelia patens	351
species	Elaeocarpus angustifolius	881
species	Cordia subcordata	973
species	Fatsia japonica	1527
species	Coccoloba uvifera	356
species	Saccharum officinarum	367
species	Bixa orellana	129
species	Garcinia mangostana	240
species	Brachychiton acerifolius	79
species	Anacardium occidentale	667
species	Allium tuberosum	720
species	Licuala grandis	311
species	Echinodorus cordifolius	1428
species	Centrosema pubescens	832
species	Russelia equisetiformis	793
species	Ipomoea quamoclit	45
species	Malvaviscus arboreus	434
species	Eucalyptus deglupta	1043
species	Mimosa diplotricha	558
species	Urena lobata	557
species	Bambusa vulgaris	872
species	Epipremnum pinnatum	189
species	Murraya koenigii	85
species	Emilia sonchifolia	329
species	Artocarpus heterophyllus	520
species	Colocasia esculenta	370
species	Broussonetia papyrifera	1105
species	Ficus religiosa	612
species	Ficus virens	1453
species	Hibiscus syriacus	396
species	Dracaena fragrans	222
species	Passiflora suberosa	186
species	Thunbergia grandiflora	359
species	Hydrocotyle sibthorpioides	155
species	Gomphrena globosa	162
species	Ageratum houstonianum	1537
species	Etlingera elatior	662
species	Vigna unguiculata	528
species	Abrus precatorius	930
species	Cordyline fruticosa	168
species	Pandanus amaryllifolius	364
species	Eragrostis atrovirens	1196
species	Ochna thomasiana	859
species	Cassytha filiformis	519
species	Ipomoea carnea	352
species	Macaranga tanarius	1572
species	Salix reticulata	1452
species	Passiflora laurifolia	675
species	Pilea nummulariifolia	1484
species	Cuphea carthagenensis	1684
species	Pteris ensiformis	949
species	Portulaca umbraticola	30
species	Spermacoce ocymoides	1454
species	Swietenia macrophylla	1082
species	Talinum paniculatum	1262
species	Flemingia strobilifera	67
species	Stictocardia tiliifolia	1169
species	Muntingia calabura	304
species	Clerodendrum bungei	228
species	Syngonium angustatum	1482
species	Sanchezia speciosa	1473
species	Hyptis capitata	1079
species	Mayaca fluviatilis	472
species	Synedrella nodiflora	314
species	Eragrostis unioloides	947
species	Eryngium foetidum	15
species	Indigofera spicata	1571
species	Cuphea hyssopifolia	297
species	Lagenaria siceraria	1166
species	Polyscias scutellaria	1305
species	Cyperus prolifer	625
species	Scleria ciliata	1126
species	Thunbergia fragrans	208
species	Pseuderanthemum variabile	1260
species	Hyophila involuta	1410
species	Tectaria incisa	1004
species	Pluchea indica	1066
species	Kalanchoe pinnata	461
species	Erythrina crista-galli	417
species	Neptunia plena	349
species	Senna occidentalis	39
species	Scleria lithosperma	1591
species	Cosmos caudatus	428
species	Piper aduncum	541
species	Justicia betonica	365
species	Thuarea involuta	1478
species	Cleome rutidosperma	149
species	Ruellia nudiflora	1350
species	Kalanchoe delagoensis	106
species	Jasminum multiflorum	86
species	Phyllanthus acidus	63
species	Corchorus aestuans	1384
species	Sacciolepis indica	1459
species	Ludwigia octovalvis	453
species	Pisonia grandis	456
species	Manihot esculenta	125
species	Crotalaria pallida	328
species	Physalis minima	411
species	Psilotum nudum	836
species	Mitracarpus hirtus	1380
species	Cyperus sphacelatus	1323
species	Pouzolzia zeylanica	1029
species	Fimbristylis cymosa	1198
species	Centella asiatica	407
species	Digitaria bicornis	1202
species	Murdannia nudiflora	1515
species	Leersia hexandra	1364
species	Cordia sebestena	322
species	Cordia dichotoma	1302
species	Hemigraphis alternata	448
species	Pteris tripartita	941
species	Ruellia prostrata	876
species	Stachytarpheta jamaicensis	326
species	Erigeron bellioides	803
species	Peperomia pellucida	405
species	Graptophyllum pictum	449
species	Jacquemontia pentanthos	1662
species	Nymphaea lotus	1322
species	Torenia fournieri	50
species	Hibiscus mutabilis	200
species	Ipomoea obscura	293
species	Selaginella willdenowii	131
species	Euphorbia tirucalli	259
species	Laportea aestuans	1127
species	Mucuna pruriens	774
species	Eugenia reinwardtiana	441
species	Phyllanthus amarus	796
species	Crescentia cujete	1447
species	Tabernaemontana divaricata	624
species	Chloris barbata	175
species	Hura crepitans	940
species	Clusia rosea	1627
species	Phyllanthus urinaria	409
species	Caryota mitis	369
species	Mikania micrantha	382
species	Thunbergia erecta	19
species	Eragrostis tenella	540
species	Stachytarpheta mutabilis	480
species	Cleome viscosa	1642
species	Sesbania grandiflora	49
species	Melochia corchorifolia	945
species	Pityrogramma calomelanos	1114
species	Senna surattensis	312
species	Crassocephalum crepidioides	521
species	Mecardonia procumbens	1373
species	Malpighia glabra	1362
species	Plumeria obtusa	1035
species	Duranta erecta	9
species	Holmskioldia sanguinea	135
species	Paspalum conjugatum	1058
species	Cyperus polystachyos	1641
species	Elephantopus mollis	784
species	Tradescantia pallida	20
species	Striga asiatica	1359
species	Fimbristylis littoralis	1149
species	Imperata cylindrica	494
species	Hibiscus sabdariffa	437
species	Ceratopteris thalictroides	1363
species	Heliconia latispatha	1651
species	Solanum mammosum	287
species	Ficus pumila	404
species	Nymphoides indica	538
species	Pithecellobium dulce	310
species	Melastoma malabathricum	298
species	Malpighia coccigera	158
species	Tradescantia spathacea	858
species	Centratherum punctatum	432
species	Nephrolepis biserrata	269
species	Clitoria ternatea	291
species	Euphorbia heterophylla	514
species	Lygodium japonicum	471
species	Cyperus papyrus	58
species	Moringa oleifera	171
species	Lumnitzera racemosa	805
species	Celosia argentea	46
species	Coccinia grandis	325
species	Macroptilium atropurpureum	513
species	Chrysopogon aciculatus	1204
species	Petrea volubilis	1071
species	Sida acuta	490
species	Podranea ricasoliana	464
species	Crinum asiaticum	92
species	Jatropha curcas	917
species	Clerodendrum japonicum	857
species	Portulaca grandiflora	159
species	Thunbergia laurifolia	173
species	Commelina diffusa	167
species	Spermacoce verticillata	946
species	Phyllanthus debilis	944
species	Ochna serrulata	1288
species	Crotalaria retusa	504
species	Cestrum diurnum	31
species	Syzygium cumini	910
species	Lygodium microphyllum	33
species	Tradescantia zebrina	133
species	Polygala paniculata	849
species	Citharexylum spinosum	183
species	Manilkara zapota	122
species	Macroptilium lathyroides	588
species	Tridax procumbens	346
species	Ipomoea aquatica	350
species	Thalia dealbata	726
species	Jatropha integerrima	1682
species	Turnera ulmifolia	174
species	Zoysia japonica	1460
species	Urochloa mutica	1194
species	Zoysia matrella	1640
species	Zephyranthes rosea	1408
species	Tulbaghia violacea	242
species	Alstonia macrophylla	1407
species	Alstonia angustiloba	2
species	Alpinia mutica	1309
species	Brugmansia suaveolens	1299
species	Posoqueria latifolia	1326
species	Torenia asiatica	1383
species	Ardisia crenata	1317
species	Acalypha arvensis	1472
species	Aglaonema commutatum	877
species	Pachira aquatica	1301
species	Bougainvillea glabra	1695
species	Blighia sapida	839
species	Houttuynia cordata	1280
species	Canavalia cathartica	1214
species	Bacopa caroliniana	766
species	Hippobroma longiflora	180
species	Callisia repens	1234
species	Acalypha indica	728
species	Canavalia gladiata	439
species	Acalypha alopecuroidea	736
species	Adenanthera pavonina	214
species	Andira inermis	753
species	Cananga odorata	542
species	Microsorum punctatum	1041
species	Barleria cristata	263
species	Jatropha podagrica	375
species	Asystasia gangetica	11
species	Bidens odorata	1080
species	Axonopus compressus	658
species	Abutilon indicum	152
species	Basella alba	899
species	Drynaria quercifolia	506
species	Pachystachys lutea	97
species	Ardisia elliptica	275
species	Abelmoschus esculentus	161
species	Abildgaardia ovata	1638
species	Alpinia zerumbet	779
species	Alpinia purpurata	1276
species	Calophyllum inophyllum	415
species	Breynia disticha	794
species	Alternanthera brasiliana	1074
species	Aristolochia grandiflora	1158
species	Alternanthera sessilis	462
species	Argyreia nervosa	421
species	Abelmoschus moschatus	500
species	Horsfieldia irya	1463
species	Dipterocarpus kunstleri	537
species	Diospyros argentea	73
species	Syzygium glaucum	738
species	Diospyros singaporensis	1392
species	Cynometra iripa	1440
species	Ceriops zippeliana	911
species	Dipterocarpus cornutus	1636
species	Lumnitzera littorea	340
species	Syzygium polyanthum	279
species	Xylocarpus granatum	808
species	Dillenia philippinensis	209
species	Syzygium ridleyi	1343
species	Hopea odorata	980
species	Cratoxylum formosum	684
species	Hygrophila difformis	954
species	Dyera costulata	236
species	Chromolaena odorata	607
species	Acanthophora spicifera	1471
species	Rhizophora apiculata	860
species	Dentella repens	761
species	Acrostichum speciosum	931
species	Rhizophora stylosa	660
species	Calophyllum soulattri	207
species	Hopea ferrea	615
species	Dolichandrone spathacea	286
species	Acacia mangium	847
species	Ceriops tagal	1024
species	Livistona chinensis	742
species	Rhizophora mucronata	812
species	Barringtonia racemosa	302
species	Euphorbia geroldii	1601
species	Sonneratia alba	813
species	Heritiera littoralis	1037
species	Excoecaria agallocha	1089
species	Sonneratia caseolaris	819
species	Coccoloba rugosa	848
species	Dimocarpus longan	1220
species	Agapanthus praecox	1531
species	Cheilanthes tenuifolia	1438
species	Agave victoriae-reginae	1541
species	Echinodorus palifolius	871
species	Cyperus alterniflorus	333
species	Pseudobombax ellipticum	1553
species	Euphorbia nutans	1197
species	Acalypha hispida	262
species	Cyathula prostrata	1401
species	Rubus moluccanus	780
species	Caulerpa sertularioides	677
species	Magnolia figo	1255
species	Adonidia merrillii	1159
species	Pseuderanthemum carruthersii	299
species	Persicaria chinensis	42
species	Tabebuia rosea	1413
species	Dieffenbachia seguine	402
species	Euphorbia thymifolia	344
species	Senna siamea	1160
species	Ficus lyrata	1215
species	Iris domestica	219
species	Cyperus alternifolius	1418
species	Aglaia rufinervis	1210
species	Alangium longiflorum	1673
species	Bruguiera cylindrica	651
species	Spyridia filamentosa	1411
species	Saraca cauliflora	238
species	Bhesa paniculata	1040
species	Barclaya motleyi	578
species	Acanthus volubilis	1494
species	Bridelia ovata	619
species	Anodendron candolleanum	1177
species	Ixonanthes icosandra	1480
species	Bruguiera parviflora	1589
species	Aphanamixis polystachya	846
species	Hydrocera triflora	1490
species	Bruguiera sexangula	763
species	Acanthus ebracteatus	484
species	Aglaia cucullata	735
species	Pentaspadon motleyi	1349
species	Avicennia officinalis	804
species	Avicennia rumphiana	1424
species	Aquilaria malaccensis	140
species	Alstonia scholaris	248
species	Scaphium macropodum	913
species	Agrostistachys borneensis	474
species	Avicennia alba	811
species	Baccaurea polyneura	1143
species	Anisophyllea disticha	466
species	Carallia brachiata	392
species	Alstonia spatulata	1399
species	Pellacalyx axillaris	1120
species	Aglaia odorata	132
species	Ocimum tenuiflorum	288
species	Sandoricum koetjape	224
species	Chukrasia tabularis	629
species	Zinnia elegans	1451
species	Alstonia angustifolia	1427
species	Acanthus ilicifolius	1087
species	Barringtonia asiatica	111
species	Orthosiphon aristatus	342
species	Cratoxylum cochinchinense	704
species	Loropetalum chinense	1247
species	Lindsaea ensifolia	951
species	Lobelia chinensis	373
species	Cyrtosperma merkusii	1259
species	Sterculia apetala	1581
species	Hymenocallis littoralis	739
species	Potentilla indica	43
species	Callicarpa tomentosa	646
species	Sphagneticola trilobata	339
species	Euphorbia hypericifolia	1108
species	Mansoa hymenaea	105
species	Nephelium lappaceum	225
species	Coffea liberica	1316
species	Polyscias balfouriana	1469
species	Xiphidium caeruleum	1559
species	Corchorus capsularis	1631
species	Ixora finlaysoniana	534
species	Cascabela thevetia	69
species	Adiantum latifolium	733
species	Calliandra tergemina	1036
species	Epiphyllum hookeri	1633
species	Alternanthera ficoidea	469
species	Molineria capitulata	1186
species	Galphimia glauca	193
species	Euphorbia tithymaloides	1555
species	Clerodendrum thomsoniae	357
species	Psidium cattleyanum	1237
species	Muehlenbeckia platyclada	130
species	Heliconia psittacorum	628
species	Calopogonium mucunoides	1306
species	Pleiostachya pruinosa	633
species	Polyscias fruticosa	309
species	Trimezia steyermarkii	274
species	Passiflora pallida	921
species	Ludwigia sedoides	1681
species	Tecomaria capensis	16
species	Geophila repens	1191
species	Justicia fulvicoma	886
species	Samanea saman	755
species	Begonia maculata	640
species	Benincasa hispida	1106
species	Calathea lutea	272
species	Caesalpinia crista	791
species	Hydrocotyle leucocephala	833
species	Ludwigia hyssopifolia	473
species	Episcia cupreata	1597
species	Tagetes lucida	41
species	Limnocharis flava	559
species	Quassia amara	68
species	Ludwigia adscendens	670
species	Arachnothryx leucophylla	267
species	Malpighia emarginata	66
species	Caladium bicolor	943
species	Lawsonia inermis	1623
species	Combretum indicum	266
species	Sesamum indicum	495
species	Elephantopus scaber	529
species	Murraya paniculata	157
species	Rhapis excelsa	368
species	Spathiphyllum wallisii	770
species	Annona muricata	1068
species	Acalypha wilkesiana	431
species	Odontonema tubaeforme	1332
species	Azadirachta indica	1226
species	Averrhoa bilimbi	385
species	Scoparia dulcis	1199
species	Pachystachys spicata	96
species	Brunfelsia americana	194
species	Solanum wrightii	13
species	Justicia comata	1657
species	Stylosanthes humilis	781
species	Rhynchospora corymbosa	1663
species	Spermacoce latifolia	760
species	Spermacoce exilis	636
species	Musa balbisiana	1091
species	Ruellia tuberosa	497
species	Coleus scutellarioides	1286
species	Arachis pintoi	48
species	Turnera subulata	907
species	Syngonium wendlandii	72
species	Centrosema molle	331
species	Lansium domesticum	545
species	Tristellateia australasiae	190
species	Oldenlandia cristata	1395
species	Donax canniformis	769
species	Diplazium proliferum	1479
species	Spermacoce remota	523
species	Geranium macrorrhizum	1532
species	Oxalis barrelieri	195
species	Scleria ciliaris	830
species	Syzygium samarangense	459
species	Praxelis clematidea	18
species	Musa ornata	337
species	Philodendron erubescens	1386
species	Allamanda schottii	1406
species	Dillenia indica	927
species	Kalanchoe beharensis	1546
species	Musa velutina	717
species	Chlorophytum comosum	1267
species	Mussaenda erythrophylla	184
species	Schoenoplectiella mucronata	141
species	Mussaenda philippica	315
species	Ficinia nodosa	1248
species	Nymphaea nouchali	746
species	Bunchosia argentea	445
species	Allamanda blanchetii	115
species	Cabomba aquatica	1496
species	Eleutheranthera ruderalis	561
species	Grewia occidentalis	430
species	Seemannia sylvatica	1081
species	Brugmansia sanguinea	1230
species	Calliandra surinamensis	568
species	Neolamarckia cadamba	1670
species	Clerodendrum chinense	1176
species	Cerbera manghas	672
species	Peltophorum pterocarpum	483
species	Iguanura wallichiana	145
species	Beaumontia jerdoniana	1016
species	Kopsia flavida	181
species	Heritiera simplicifolia	1620
species	Neesia altissima	70
species	Costus woodsonii	591
species	Ficus triangularis	1265
species	Aralidium pinnatifidum	114
species	Gynura pseudochina	478
species	Scorodocarpus borneensis	1671
species	Syzygium grande	24
species	Sterculia rubiginosa	391
species	Lygodium flexuosum	413
species	Nelsonia canescens	691
species	Lecythis ollaria	107
species	Arenga hookeriana	501
species	Abroma augustum	90
species	Spermacoce hispida	1492
species	Baccaurea parviflora	801
species	Hoya elliptica	412
species	Ficus grossularioides	223
species	Pseudomussaenda flava	307
species	Garcinia xanthochymus	451
species	Psophocarpus tetragonolobus	426
species	Premna foetida	252
species	Rhopaloblaste singaporensis	1520
species	Aidia densiflora	772
species	Afgekia sericea	450
species	Osmoxylon lineare	616
species	Clerodendrum buchananii	593
species	Strobilanthes crispus	389
species	Garcinia griffithii	1027
species	Aglaonema nitidum	1600
species	Archidendron jiringa	701
species	Ruellia chartacea	112
species	Pometia pinnata	221
species	Tarenna fragrans	863
species	Fibraurea tinctoria	52
species	Ptychosperma macarthurii	341
species	Blechnum orientale	950
species	Jasminum laurifolium	264
species	Spathiphyllum cannifolium	1457
species	Flacourtia rukam	121
species	Ficus heteropleura	889
species	Cola gigantea	981
species	Claoxylon indicum	234
species	Costus lucanusianus	363
species	Wrightia antidysenterica	87
species	Adinandra dumosa	53
species	Canarium vulgare	353
species	Suregada multiflora	387
species	Shorea ovalis	1164
species	Ficus chartacea	1566
species	Memecylon caeruleum	251
species	Ravenia spectabilis	127
species	Melaleuca cajuputi	254
species	Limnophila chinensis	825
species	Syzygium zeylanicum	229
species	Gmelina dalrympleana	65
species	Cyrtosperma johnstonii	142
species	Tecomanthe dendrophila	136
species	Endospermum diadenum	1583
species	Bridelia tomentosa	420
species	Cissus discolor	76
species	Derris elliptica	1261
species	Amherstia nobilis	1405
species	Clerodendrum laevifolium	89
species	Pterocarpus indicus	722
species	Spathoglottis gracilis	714
species	Lepisanthes amoena	332
species	Phaleria macrocarpa	1281
species	Oncoba spinosa	725
species	Gynura procumbens	1634
species	Barringtonia reticulata	1699
species	Syzygium borneense	788
species	Lophanthera lactescens	258
species	Salvinia cucullata	360
species	Maniltoa browneoides	1
species	Memecylon pauciflorum	518
species	Cochlospermum religiosum	77
species	Garcinia nervosa	926
species	Ixeris chinensis	153
species	Lagerstroemia floribunda	1059
species	Fagraea auriculata	1476
species	Trichosanthes cucumerina	444
species	Christia obcordata	1593
species	Ixora javanica	592
species	Ruellia repens	22
species	Solandra longiflora	355
species	Pandanus pygmaeus	188
species	Lepisanthes alata	685
species	Bignonia magnifica	116
species	Rotheca myricoides	82
species	Kaempferia pulchra	1285
species	Ormocarpum cochinchinense	1656
species	Cucumis maderaspatanus	276
species	Barringtonia edulis	452
species	Sticherus truncatus	278
species	Baccaurea motleyana	823
species	Uncaria gambir	1124
species	Macrosolen cochinchinensis	1030
species	Cissus quadrangularis	88
species	Duabanga grandiflora	866
species	Flacourtia inermis	182
species	Saraca indica	6
species	Borassus flabellifer	335
species	Phyllanthus cochinchinensis	345
species	Centotheca lappacea	905
species	Clinacanthus nutans	1462
species	Acalypha siamensis	505
species	Grammatophyllum speciosum	384
species	Pogonatherum crinitum	906
species	Camellia azalea	108
species	Leea rubra	261
species	Artocarpus elasticus	516
species	Eurycoma longifolia	139
species	Dracaena surculosa	468
species	Piper betle	822
species	Tinospora crispa	118
species	Musa coccinea	418
species	Glochidion rubrum	1498
species	Ficus variegata	99
species	Gymnostoma sumatranum	399
species	Glochidion zeylanicum	854
species	Hoya verticillata	843
species	Oncosperma tigillarium	802
species	Nepenthes gracilis	652
species	Pyrrosia piloselloides	381
species	Artocarpus integer	773
species	Kaempferia galanga	460
species	Mallotus paniculatus	55
species	Dioscorea sansibarensis	467
species	Melaleuca bracteata	447
species	Nepenthes mirabilis	1645
species	Excoecaria cochinchinensis	626
species	Selaginella ciliaris	1417
species	Nepenthes ampullaria	710
species	Dischidia major	734
species	Strophanthus gratus	102
species	Impatiens hawkeri	1529
species	Pleiocarpa mutica	134
species	Nyctanthes arbor-tristis	148
species	Serissa japonica	137
species	Licuala spinosa	622
species	Ficus deltoidea	243
species	Melicope denhamii	103
species	Ischaemum muticum	3
species	Barringtonia acutangula	395
species	Hoya pubicalyx	38
species	Anisomeles indica	438
species	Clerodendrum paniculatum	113
species	Syzygium myrtifolium	179
species	Tetracera indica	206
species	Pyrrosia longifolia	257
species	Musa laterita	336
species	Strophanthus preussii	191
species	Magnolia champaca	197
species	Kopsia fruticosa	163
species	Syzygium aqueum	686
species	Fagraea fragrans	169
species	Wrightia religiosa	768
species	Filicium decipiens	256
species	Saraca thaipingensis	28
species	Dendrobium anosmum	1423
species	Aloysia virgata	433
species	Phyllanthus pulcher	401
species	Gustavia superba	1328
species	Utricularia bifida	1162
